hypothesis,eta130_pa_s,log_eta,transferred_log_effect,transferred_ratio,evidence_status
H_strong,44.65384615384615,3.7989404436764094,0.5031035776720804,1.6538461538461537,preregistered_prediction_not_experiment
H_weak,29.454545454545453,3.382848242993959,0.0870113769896297,1.0909090909090908,preregistered_prediction_not_experiment
