scale,winner,n_admissible,winner_score
1.3775,WO_INV_0437,77,0.03891518326891785
1.3800000000000001,WO_INV_0437,76,0.03903669220545311
1.3825,WO_INV_0437,76,0.0391583913871443
1.385,WO_INV_0437,76,0.03928028081399145
1.3875,WO_INV_0437,76,0.03940236048599455
1.3900000000000001,WO_INV_0437,73,0.03952463040315361
1.3925,WO_INV_0437,73,0.039647090565468626
1.395,WO_INV_0437,72,0.03976974097293959
1.3975,WO_INV_0437,72,0.0398925816255665
1.4000000000000001,WO_INV_0437,72,0.040015612523349384
1.4025,WO_INV_0437,71,0.040138833666288204
1.405,WO_INV_0437,71,0.04026224505438297
1.4075,WO_INV_0437,70,0.0403858466876337
1.41,WO_INV_0437,70,0.040509638566040396
1.4125,WO_INV_0437,69,0.04063362068960304
1.415,WO_INV_0437,69,0.040757793058321626
1.4175,WO_INV_0437,68,0.04088215567219617
1.42,WO_INV_0437,68,0.04100670853122666
1.4225,WO_INV_0437,67,0.041131451635413124
1.425,WO_INV_0437,67,0.04125638498475553
1.4275,WO_INV_0437,66,0.041381508579253885
1.43,WO_INV_0437,66,0.0415068224189082
1.4325,WO_INV_0437,65,0.04163232650371847
1.435,WO_INV_0437,65,0.041758020833684684
1.4375,WO_INV_0437,64,0.04188390540880686
1.44,WO_INV_0437,64,0.04200998022908499
1.4425000000000001,WO_INV_0437,63,0.04213624529451907
1.445,WO_INV_0437,63,0.0422627006051091
1.4475,WO_INV_0437,63,0.04238934616085509
1.45,WO_INV_0437,63,0.04251618196175702
1.4525000000000001,WO_INV_0437,63,0.042643208007814924
1.455,WO_INV_0437,63,0.042770424299028775
1.4575,WO_INV_0437,62,0.042897830835398575
1.46,WO_INV_0437,62,0.04302542761692432
1.4625000000000001,WO_INV_0437,61,0.04315321464360604
1.465,WO_INV_0437,60,0.043281191915443704
1.4675,WO_INV_0437,59,0.04340935943243731
1.47,WO_INV_0437,59,0.04353771719458687
1.4725,WO_INV_0437,58,0.04366626520189239
1.475,WO_INV_0437,58,0.04379500345435387
1.4775,WO_INV_0437,57,0.0439239319519713
1.48,WO_INV_0437,57,0.04405305069474468
1.4825,WO_INV_0437,57,0.04418235968267402
1.485,WO_INV_0437,56,0.04431185891575931
1.4875,WO_INV_0437,56,0.04444154839400055
1.49,WO_INV_0437,55,0.04457142811739774
1.4925,WO_INV_0437,55,0.04470149808595089
1.495,WO_INV_0437,55,0.044831758299660004
1.4975,WO_INV_0437,54,0.04496220875852505
1.5,WO_INV_0454,52,0.04719633328703078
1.5025,WO_INV_0454,52,0.04732796342053902
1.5050000000000001,WO_INV_0454,52,0.047459777697435965
1.5075,WO_INV_0454,51,0.04759177611772159
1.51,WO_INV_0454,51,0.04772395868139591
1.5125,WO_INV_0454,50,0.047856325388458916
1.5150000000000001,WO_INV_0454,50,0.04798887623891063
1.5175,WO_INV_0454,50,0.04812161123275102
1.52,WO_INV_0454,49,0.048254530369980106
1.5225,WO_INV_0454,48,0.04838763365059788
1.5250000000000001,WO_INV_0454,48,0.04852092107460436
1.5275,WO_INV_0454,48,0.04865439264199952
1.53,WO_INV_0454,47,0.04878804835278338
1.5325,WO_INV_0454,46,0.04892188820695592
1.5350000000000001,WO_INV_0454,46,0.04905591220451716
1.5375,WO_INV_0454,45,0.04919012034546709
1.54,WO_INV_0454,44,0.04932451262980571
1.5425,WO_INV_0454,44,0.04945908905753302
1.545,WO_INV_0454,44,0.04959384962864902
1.5475,WO_INV_0454,43,0.04972879434315372
1.55,WO_INV_0454,41,0.0498639232010471
1.5525,WO_INV_0454,41,0.049999236202329184
1.555,WO_INV_0454,41,0.05013473334699994
1.5575,WO_INV_0454,41,0.05027041463505942
1.56,WO_INV_0454,40,0.050406280066507575
1.5625,WO_INV_0454,38,0.05054232964134442
1.565,WO_INV_0454,36,0.05067856335956994
1.5675000000000001,WO_INV_0454,36,0.05081498122118419
1.57,WO_INV_0454,36,0.050951583226187105
1.5725,WO_INV_0454,36,0.05108836937457872
1.575,WO_INV_0454,35,0.05122533966635901
1.5775000000000001,WO_INV_0454,34,0.05136249410152802
1.58,WO_INV_0454,34,0.0514998326800857
1.5825,WO_INV_0454,33,0.05163735540203208
1.585,WO_INV_0454,33,0.05177506226736714
1.5875000000000001,WO_INV_0454,32,0.05191295327609091
1.59,WO_INV_0454,32,0.05205102842820336
1.5925,WO_INV_0454,31,0.052189287723704514
1.595,WO_INV_0454,31,0.05232773116259434
1.5975000000000001,WO_INV_0454,30,0.05246635874487288
1.6,WO_INV_0454,29,0.05260517047054011
1.6025,WO_INV_0454,28,0.05274416633959601
1.605,WO_INV_0454,27,0.05288334635204062
1.6075,WO_INV_0454,27,0.0530227105078739
1.61,WO_INV_0454,27,0.0531622588070959
1.6125,WO_INV_0454,27,0.053301991249706575
1.615,WO_INV_0454,26,0.053441907835705946
1.6175,WO_INV_0454,25,0.053582008565094
1.62,WO_INV_0454,25,0.053722293437870765
1.6225,WO_INV_0454,25,0.053862762454036206
1.625,WO_INV_0454,25,0.05400341561359034
1.6275,WO_INV_0454,24,0.05414425291653316
1.6300000000000001,WO_INV_0454,23,0.05428527436286469
1.6325,WO_INV_0454,23,0.0544264799525849
1.635,WO_INV_0454,23,0.05456786968569381
1.6375,WO_INV_0454,23,0.0547094435621914
1.6400000000000001,WO_INV_0470,21,0.05901227433128317
1.6425,WO_INV_0470,21,0.05916138786380298
1.645,WO_INV_0470,20,0.05931069008959029
1.6475,WO_INV_0470,20,0.0594601810086451
1.6500000000000001,WO_INV_0470,19,0.059609860620967424
1.6525,WO_INV_0470,18,0.05975972892655723
1.655,WO_INV_0470,18,0.059909785925414544
1.6575,WO_INV_0470,17,0.06006003161753935
1.6600000000000001,WO_INV_0470,17,0.060210466002931666
1.6625,WO_INV_0470,17,0.060361089081591476
1.665,WO_INV_0470,16,0.060511900853518784
1.6675,WO_INV_0470,15,0.06066290131871359
1.67,WO_INV_0470,15,0.06081409047717589
1.6725,WO_INV_0455,14,0.061178118735661466
1.675,WO_INV_0455,14,0.06132334482385571
1.6775,WO_INV_0455,13,0.06146874479684819
1.68,WO_INV_0455,13,0.061614318654638914
1.6825,WO_INV_0455,13,0.061760066397227906
1.685,WO_INV_0455,13,0.06190598802461511
1.6875,WO_INV_0455,13,0.06205208353680057
1.69,WO_INV_0455,12,0.06219835293378428
1.6925000000000001,WO_INV_0455,12,0.062344796215566246
1.695,WO_INV_0455,10,0.06249141338214643
1.6975,WO_INV_0455,10,0.06263820443352489
1.7,WO_INV_0455,10,0.06278516936970155
1.7025000000000001,WO_INV_0455,10,0.0629323081906765
1.705,WO_INV_0455,10,0.06307962089644967
1.7075,WO_INV_0455,9,0.0632271074870211
1.71,WO_INV_0455,9,0.06337476796239075
1.7125000000000001,WO_INV_0455,8,0.06352260232255867
1.715,WO_INV_0455,7,0.06367061056752482
1.7175,WO_INV_0455,7,0.06381879269728921
1.72,WO_INV_0455,7,0.06396714871185186
1.7225000000000001,WO_INV_0455,7,0.06411567861121276
1.725,WO_INV_0455,6,0.06426438239537188
1.7275,WO_INV_0455,5,0.06441326006432926
1.73,WO_INV_0455,5,0.06456231161808487
1.7325,WO_INV_0455,5,0.06471153705663873
1.735,WO_INV_0455,5,0.06486093637999085
1.7375,WO_INV_0455,5,0.06501050958814122
1.74,WO_INV_0440,3,0.07758284578010755
1.7425,WO_INV_0440,3,0.07773760573073114
1.745,WO_INV_0440,3,0.0778925255197555
1.7475,WO_INV_0440,3,0.07804760514718058
1.75,WO_INV_0440,3,0.07820284461300642
1.7525,WO_INV_0440,3,0.078358243917233
1.7550000000000001,WO_INV_0440,3,0.07851380305986036
1.7575,WO_INV_0440,3,0.07866952204088844
1.76,WO_INV_0440,3,0.07882540086031728
1.7625,WO_INV_0440,3,0.07898143951814686
1.7650000000000001,WO_INV_0440,3,0.0791376380143772
1.7675,WO_INV_0440,3,0.0792939963490083
1.77,WO_INV_0440,2,0.07945051452204012
1.7725,WO_INV_0440,2,0.0796071925334727
1.7750000000000001,WO_INV_0440,2,0.07976403038330605
1.7775,WO_INV_0440,2,0.07992102807154014
1.78,WO_INV_0440,2,0.08007818559817495
1.7825,WO_INV_0440,2,0.08023550296321055
1.7850000000000001,WO_INV_0440,2,0.0803929801666469
1.7875,WO_INV_0440,2,0.08055061720848397
1.79,WO_INV_0440,2,0.08070841408872179
1.7925,WO_INV_0440,2,0.08086637080736037
1.795,WO_INV_0440,1,0.0810244873643997
1.7975,WO_INV_0440,1,0.0811827637598398
1.8,WO_INV_0440,1,0.08134119999368061
1.8025,WO_INV_0440,1,0.0814997960659222
1.805,WO_INV_0440,1,0.08165855197656452
1.8075,,0,
1.81,,0,
1.8125,,0,
1.815,,0,
1.8175000000000001,,0,
1.82,,0,
1.8225,,0,
1.825,,0,
1.8275000000000001,,0,
1.83,,0,
1.8325,,0,
1.835,,0,
1.8375000000000001,,0,
1.84,,0,
1.8425,,0,
1.845,,0,
1.8475000000000001,,0,
1.85,,0,
1.8525,,0,
1.855,,0,
1.8575,,0,
1.86,,0,
1.8625,,0,
1.865,,0,
1.8675,,0,
1.87,,0,
1.8725,,0,
1.875,,0,
1.8775,,0,
1.8800000000000001,,0,
1.8825,,0,
1.885,,0,
1.8875,,0,
1.8900000000000001,,0,
1.8925,,0,
1.895,,0,
1.8975,,0,
1.9000000000000001,,0,
1.9025,,0,
1.905,,0,
1.9075,,0,
1.9100000000000001,,0,
1.9125,,0,
1.915,,0,
1.9175,,0,
1.92,,0,
1.9225,,0,
1.925,,0,
1.9275,,0,
1.93,,0,
1.9325,,0,
1.935,,0,
1.9375,,0,
1.94,,0,
1.9425000000000001,,0,
1.945,,0,
1.9475,,0,
1.95,,0,
1.9525000000000001,,0,
1.955,,0,
1.9575,,0,
1.96,,0,
1.9625000000000001,,0,
1.965,,0,
1.9675,,0,
1.97,,0,
1.9725000000000001,,0,
1.975,,0,
1.9775,,0,
1.98,,0,
1.9825000000000002,,0,
1.985,,0,
1.9875,,0,
1.99,,0,
1.9925,,0,
1.995,,0,
1.9975,,0,
2.0,,0,
2.0025,,0,
2.005,,0,
2.0075,,0,
2.0100000000000002,,0,
2.0125,,0,
2.015,,0,
2.0175,,0,
2.02,,0,
2.0225,,0,
2.025,,0,
2.0275,,0,
2.0300000000000002,,0,
2.0325,,0,
2.035,,0,
2.0375,,0,
2.04,,0,
2.0425,,0,
2.045,,0,
2.0475,,0,
2.05,,0,
2.0525,,0,
2.055,,0,
2.0575,,0,
2.06,,0,
2.0625,,0,
2.065,,0,
2.0675,,0,
2.07,,0,
2.0725000000000002,,0,
2.075,,0,
2.0775,,0,
2.08,,0,
2.0825,,0,
2.085,,0,
2.0875,,0,
2.09,,0,
2.0925000000000002,,0,
2.095,,0,
2.0975,,0,
2.1,,0,
2.1025,,0,
2.105,,0,
2.1075,,0,
2.11,,0,
2.1125,,0,
2.115,,0,
2.1175,,0,
2.12,,0,
2.1225,,0,
2.125,,0,
2.1275,,0,
2.13,,0,
2.1325,,0,
2.1350000000000002,,0,
2.1375,,0,
2.14,,0,
2.1425,,0,
2.145,,0,
2.1475,,0,
2.15,,0,
2.1525,,0,
2.1550000000000002,,0,
2.1575,,0,
2.16,,0,
2.1625,,0,
2.165,,0,
2.1675,,0,
2.17,,0,
2.1725,,0,
2.1750000000000003,,0,
2.1775,,0,
2.18,,0,
2.1825,,0,
2.185,,0,
2.1875,,0,
2.19,,0,
2.1925,,0,
2.195,,0,
2.1975000000000002,,0,
2.2,,0,
