source_candidate_id,blend,nco_oh,mdi_parts,PPG400,PPG700,PPG1000,PPG2000,mdi_fraction_total
WO_INV_0298,PPG1000:60+PPG400:40,2.4,96.096,40,0,60,0,0.4900456919
WO_INV_0299,PPG1000:60+PPG400:40,2.5,100.1,40,0,60,0,0.5002498751
WO_INV_0300,PPG1000:60+PPG400:40,2.6,104.104,40,0,60,0,0.5100536981
WO_INV_0301,PPG1000:60+PPG400:40,2.7,108.108,40,0,60,0,0.5194802699
WO_INV_0302,PPG1000:60+PPG400:40,2.8,112.112,40,0,60,0,0.5285509542
WO_INV_0303,PPG1000:60+PPG400:40,2.9,116.116,40,0,60,0,0.5372855318
WO_INV_0304,PPG1000:60+PPG400:40,3,120.12,40,0,60,0,0.5457023442
WO_INV_0305,PPG1000:70+PPG400:30,1.5,54.429375,30,0,70,0,0.3524548034
WO_INV_0306,PPG1000:70+PPG400:30,1.6,58.058,30,0,70,0,0.3673208569
WO_INV_0307,PPG1000:70+PPG400:30,1.7,61.686625,30,0,70,0,0.3815196526
WO_INV_0308,PPG1000:70+PPG400:30,1.8,65.31525,30,0,70,0,0.3950951289
WO_INV_0309,PPG1000:70+PPG400:30,1.9,68.943875,30,0,70,0,0.4080874492
WO_INV_0310,PPG1000:70+PPG400:30,2,72.5725,30,0,70,0,0.420533399
WO_INV_0311,PPG1000:70+PPG400:30,2.1,76.201125,30,0,70,0,0.4324667337
WO_INV_0312,PPG1000:70+PPG400:30,2.2,79.82975,30,0,70,0,0.443918484
WO_INV_0313,PPG1000:70+PPG400:30,2.3,83.458375,30,0,70,0,0.4549172258
WO_INV_0314,PPG1000:70+PPG400:30,2.4,87.087,30,0,70,0,0.4654893178
WO_INV_0315,PPG1000:70+PPG400:30,2.5,90.715625,30,0,70,0,0.4756591129
WO_INV_0316,PPG1000:70+PPG400:30,2.6,94.34425,30,0,70,0,0.485449145
WO_INV_0317,PPG1000:70+PPG400:30,2.7,97.972875,30,0,70,0,0.4948802961
WO_INV_0318,PPG1000:70+PPG400:30,2.8,101.6015,30,0,70,0,0.5039719447
WO_INV_0319,PPG1000:70+PPG400:30,2.9,105.230125,30,0,70,0,0.5127420987
WO_INV_0320,PPG1000:70+PPG400:30,3,108.85875,30,0,70,0,0.5212075146
WO_INV_0321,PPG1000:80+PPG400:20,1.5,48.79875,20,0,80,0,0.3279513437
WO_INV_0322,PPG1000:80+PPG400:20,1.6,52.052,20,0,80,0,0.3423302554
WO_INV_0323,PPG1000:80+PPG400:20,1.7,55.30525,20,0,80,0,0.3561067639
WO_INV_0324,PPG1000:80+PPG400:20,1.8,58.5585,20,0,80,0,0.3693179489
WO_INV_0325,PPG1000:80+PPG400:20,1.9,61.81175,20,0,80,0,0.3819979081
WO_INV_0326,PPG1000:80+PPG400:20,2,65.065,20,0,80,0,0.3941780511
WO_INV_0327,PPG1000:80+PPG400:20,2.1,68.31825,20,0,80,0,0.4058873592
WO_INV_0328,PPG1000:80+PPG400:20,2.2,71.5715,20,0,80,0,0.4171526157
WO_INV_0329,PPG1000:80+PPG400:20,2.3,74.82475,20,0,80,0,0.42799861
WO_INV_0330,PPG1000:80+PPG400:20,2.4,78.078,20,0,80,0,0.4384483204
WO_INV_0331,PPG1000:80+PPG400:20,2.5,81.33125,20,0,80,0,0.4485230759
WO_INV_0332,PPG1000:80+PPG400:20,2.6,84.5845,20,0,80,0,0.4582427019
WO_INV_0333,PPG1000:80+PPG400:20,2.7,87.83775,20,0,80,0,0.4676256503
WO_INV_0334,PPG1000:80+PPG400:20,2.8,91.091,20,0,80,0,0.4766891167
WO_INV_0335,PPG1000:80+PPG400:20,2.9,94.34425,20,0,80,0,0.485449145
WO_INV_0336,PPG1000:80+PPG400:20,3,97.5975,20,0,80,0,0.4939207227
WO_INV_0337,PPG1000:90+PPG400:10,1.5,43.168125,10,0,90,0,0.3015205026
WO_INV_0338,PPG1000:90+PPG400:10,1.6,46.046,10,0,90,0,0.3152842255
WO_INV_0339,PPG1000:90+PPG400:10,1.7,48.923875,10,0,90,0,0.3285159952
WO_INV_0340,PPG1000:90+PPG400:10,1.8,51.80175,10,0,90,0,0.341246066
WO_INV_0341,PPG1000:90+PPG400:10,1.9,54.679625,10,0,90,0,0.3535024409
WO_INV_0342,PPG1000:90+PPG400:10,2,57.5575,10,0,90,0,0.3653110769
WO_INV_0343,PPG1000:90+PPG400:10,2.1,60.435375,10,0,90,0,0.3766960684
WO_INV_0344,PPG1000:90+PPG400:10,2.2,63.31325,10,0,90,0,0.3876798117
WO_INV_0345,PPG1000:90+PPG400:10,2.3,66.191125,10,0,90,0,0.3982831514
WO_INV_0346,PPG1000:90+PPG400:10,2.4,69.069,10,0,90,0,0.4085255133
WO_INV_0347,PPG1000:90+PPG400:10,2.5,71.946875,10,0,90,0,0.4184250223
WO_INV_0348,PPG1000:90+PPG400:10,2.6,74.82475,10,0,90,0,0.42799861
WO_INV_0349,PPG1000:90+PPG400:10,2.7,77.702625,10,0,90,0,0.4372621114
WO_INV_0350,PPG1000:90+PPG400:10,2.8,80.5805,10,0,90,0,0.4462303516
WO_INV_0351,PPG1000:90+PPG400:10,2.9,83.458375,10,0,90,0,0.4549172258
WO_INV_0352,PPG1000:90+PPG400:10,3,86.33625,10,0,90,0,0.4633357707
WO_INV_0353,PPG1000:10+PPG700:90,1.5,52.01625,0,90,10,0,0.3421755898
WO_INV_0354,PPG1000:10+PPG700:90,1.6,55.484,0,90,10,0,0.3568470068
WO_INV_0355,PPG1000:10+PPG700:90,1.7,58.95175,0,90,10,0,0.3708782697
WO_INV_0356,PPG1000:10+PPG700:90,1.8,62.4195,0,90,10,0,0.3843103815
WO_INV_0357,PPG1000:10+PPG700:90,1.9,65.88725,0,90,10,0,0.3971809166
WO_INV_0358,PPG1000:10+PPG700:90,2,69.355,0,90,10,0,0.4095243719
WO_INV_0359,PPG1000:10+PPG700:90,2.1,72.82275,0,90,10,0,0.4213724756
WO_INV_0360,PPG1000:10+PPG700:90,2.2,76.2905,0,90,10,0,0.4327544593
WO_INV_0361,PPG1000:10+PPG700:90,2.3,79.75825,0,90,10,0,0.443697299
WO_INV_0362,PPG1000:10+PPG700:90,2.4,83.226,0,90,10,0,0.4542259286
WO_INV_0363,PPG1000:10+PPG700:90,2.5,86.69375,0,90,10,0,0.4643634294
WO_INV_0364,PPG1000:10+PPG700:90,2.6,90.1615,0,90,10,0,0.474131199
WO_INV_0365,PPG1000:10+PPG700:90,2.7,93.62925,0,90,10,0,0.4835491022
WO_INV_0366,PPG1000:10+PPG700:90,2.8,97.097,0,90,10,0,0.4926356058
WO_INV_0367,PPG1000:10+PPG700:90,2.9,100.56475,0,90,10,0,0.5014078994
WO_INV_0368,PPG1000:10+PPG700:90,3,104.0325,0,90,10,0,0.5098820041
WO_INV_0369,PPG1000:20+PPG700:80,1.5,50.4075,0,80,20,0,0.3351395376
WO_INV_0370,PPG1000:20+PPG700:80,1.6,53.768,0,80,20,0,0.3496696322
WO_INV_0371,PPG1000:20+PPG700:80,1.7,57.1285,0,80,20,0,0.3635782178
WO_INV_0372,PPG1000:20+PPG700:80,1.8,60.489,0,80,20,0,0.3769043361
WO_INV_0373,PPG1000:20+PPG700:80,1.9,63.8495,0,80,20,0,0.3896838257
WO_INV_0374,PPG1000:20+PPG700:80,2,67.21,0,80,20,0,0.4019496442
WO_INV_0375,PPG1000:20+PPG700:80,2.1,70.5705,0,80,20,0,0.4137321518
WO_INV_0376,PPG1000:20+PPG700:80,2.2,73.931,0,80,20,0,0.4250593626
WO_INV_0377,PPG1000:20+PPG700:80,2.3,77.2915,0,80,20,0,0.4359571666
WO_INV_0378,PPG1000:20+PPG700:80,2.4,80.652,0,80,20,0,0.4464495273
WO_INV_0379,PPG1000:20+PPG700:80,2.5,84.0125,0,80,20,0,0.4565586577
WO_INV_0380,PPG1000:20+PPG700:80,2.6,87.373,0,80,20,0,0.4663051774
WO_INV_0381,PPG1000:20+PPG700:80,2.7,90.7335,0,80,20,0,0.4757082526
WO_INV_0382,PPG1000:20+PPG700:80,2.8,94.094,0,80,20,0,0.4847857224
WO_INV_0383,PPG1000:20+PPG700:80,2.9,97.4545,0,80,20,0,0.4935542112
WO_INV_0384,PPG1000:20+PPG700:80,3,100.815,0,80,20,0,0.5020292309
WO_INV_0385,PPG1000:30+PPG700:70,1.5,48.79875,0,70,30,0,0.3279513437
WO_INV_0386,PPG1000:30+PPG700:70,1.6,52.052,0,70,30,0,0.3423302554
WO_INV_0387,PPG1000:30+PPG700:70,1.7,55.30525,0,70,30,0,0.3561067639
WO_INV_0388,PPG1000:30+PPG700:70,1.8,58.5585,0,70,30,0,0.3693179489
WO_INV_0389,PPG1000:30+PPG700:70,1.9,61.81175,0,70,30,0,0.3819979081
WO_INV_0390,PPG1000:30+PPG700:70,2,65.065,0,70,30,0,0.3941780511
WO_INV_0391,PPG1000:30+PPG700:70,2.1,68.31825,0,70,30,0,0.4058873592
WO_INV_0392,PPG1000:30+PPG700:70,2.2,71.5715,0,70,30,0,0.4171526157
WO_INV_0393,PPG1000:30+PPG700:70,2.3,74.82475,0,70,30,0,0.42799861
WO_INV_0394,PPG1000:30+PPG700:70,2.4,78.078,0,70,30,0,0.4384483204
WO_INV_0395,PPG1000:30+PPG700:70,2.5,81.33125,0,70,30,0,0.4485230759
WO_INV_0396,PPG1000:30+PPG700:70,2.6,84.5845,0,70,30,0,0.4582427019
WO_INV_0397,PPG1000:30+PPG700:70,2.7,87.83775,0,70,30,0,0.4676256503
WO_INV_0398,PPG1000:30+PPG700:70,2.8,91.091,0,70,30,0,0.4766891167
WO_INV_0399,PPG1000:30+PPG700:70,2.9,94.34425,0,70,30,0,0.485449145
WO_INV_0400,PPG1000:30+PPG700:70,3,97.5975,0,70,30,0,0.4939207227
WO_INV_0401,PPG1000:40+PPG700:60,1.5,47.19,0,60,40,0,0.3206060194
WO_INV_0402,PPG1000:40+PPG700:60,1.6,50.336,0,60,40,0,0.3348233291
WO_INV_0403,PPG1000:40+PPG700:60,1.7,53.482,0,60,40,0,0.3484577996
WO_INV_0404,PPG1000:40+PPG700:60,1.8,56.628,0,60,40,0,0.3615445514
WO_INV_0405,PPG1000:40+PPG700:60,1.9,59.774,0,60,40,0,0.3741159388
WO_INV_0406,PPG1000:40+PPG700:60,2,62.92,0,60,40,0,0.3862018168
WO_INV_0407,PPG1000:40+PPG700:60,2.1,66.066,0,60,40,0,0.3978297785
WO_INV_0408,PPG1000:40+PPG700:60,2.2,69.212,0,60,40,0,0.4090253646
WO_INV_0409,PPG1000:40+PPG700:60,2.3,72.358,0,60,40,0,0.4198122512
WO_INV_0410,PPG1000:40+PPG700:60,2.4,75.504,0,60,40,0,0.4302124168
WO_INV_0411,PPG1000:40+PPG700:60,2.5,78.65,0,60,40,0,0.4402462916
WO_INV_0412,PPG1000:40+PPG700:60,2.6,81.796,0,60,40,0,0.4499328918
WO_INV_0413,PPG1000:40+PPG700:60,2.7,84.942,0,60,40,0,0.4592899395
WO_INV_0414,PPG1000:40+PPG700:60,2.8,88.088,0,60,40,0,0.4683339713
WO_INV_0415,PPG1000:40+PPG700:60,2.9,91.234,0,60,40,0,0.4770804355
WO_INV_0416,PPG1000:40+PPG700:60,3,94.38,0,60,40,0,0.4855437802
WO_INV_0417,PPG1000:50+PPG700:50,1.5,45.58125,0,50,50,0,0.3130983557
WO_INV_0418,PPG1000:50+PPG700:50,1.6,48.62,0,50,50,0,0.3271430494
WO_INV_0419,PPG1000:50+PPG700:50,1.7,51.65875,0,50,50,0,0.3406249227
WO_INV_0420,PPG1000:50+PPG700:50,1.8,54.6975,0,50,50,0,0.3535771425
WO_INV_0421,PPG1000:50+PPG700:50,1.9,57.73625,0,50,50,0,0.3660303196
WO_INV_0422,PPG1000:50+PPG700:50,2,60.775,0,50,50,0,0.3780127507
WO_INV_0423,PPG1000:50+PPG700:50,2.1,63.81375,0,50,50,0,0.389550633
WO_INV_0424,PPG1000:50+PPG700:50,2.2,66.8525,0,50,50,0,0.4006682549
WO_INV_0425,PPG1000:50+PPG700:50,2.3,69.89125,0,50,50,0,0.4113881674
WO_INV_0426,PPG1000:50+PPG700:50,2.4,72.93,0,50,50,0,0.4217313364
WO_INV_0427,PPG1000:50+PPG700:50,2.5,75.96875,0,50,50,0,0.4317172793
WO_INV_0428,PPG1000:50+PPG700:50,2.6,79.0075,0,50,50,0,0.4413641887
WO_INV_0429,PPG1000:50+PPG700:50,2.7,82.04625,0,50,50,0,0.4506890419
WO_INV_0430,PPG1000:50+PPG700:50,2.8,85.085,0,50,50,0,0.4597077019
WO_INV_0431,PPG1000:50+PPG700:50,2.9,88.12375,0,50,50,0,0.4684350062
WO_INV_0432,PPG1000:50+PPG700:50,3,91.1625,0,50,50,0,0.4768848493
WO_INV_0433,PPG1000:60+PPG700:40,1.5,43.9725,0,40,60,0,0.3054229106
WO_INV_0434,PPG1000:60+PPG700:40,1.6,46.904,0,40,60,0,0.3192833415
WO_INV_0435,PPG1000:60+PPG700:40,1.7,49.8355,0,40,60,0,0.3326014196
WO_INV_0436,PPG1000:60+PPG700:40,1.8,52.767,0,40,60,0,0.345408367
WO_INV_0437,PPG1000:60+PPG700:40,1.9,55.6985,0,40,60,0,0.3577330546
WO_INV_0438,PPG1000:60+PPG700:40,2,58.63,0,40,60,0,0.369602219
WO_INV_0439,PPG1000:60+PPG700:40,2.1,61.5615,0,40,60,0,0.3810406563
WO_INV_0440,PPG1000:60+PPG700:40,2.2,64.493,0,40,60,0,0.3920713951
WO_INV_0441,PPG1000:60+PPG700:40,2.3,67.4245,0,40,60,0,0.402715851
WO_INV_0442,PPG1000:60+PPG700:40,2.4,70.356,0,40,60,0,0.4129939656
WO_INV_0443,PPG1000:60+PPG700:40,2.5,73.2875,0,40,60,0,0.422924331
WO_INV_0444,PPG1000:60+PPG700:40,2.6,76.219,0,40,60,0,0.4325243021
WO_INV_0445,PPG1000:60+PPG700:40,2.7,79.1505,0,40,60,0,0.4418100982
WO_INV_0446,PPG1000:60+PPG700:40,2.8,82.082,0,40,60,0,0.4507968937
WO_INV_0447,PPG1000:60+PPG700:40,2.9,85.0135,0,40,60,0,0.4594989014
WO_INV_0448,PPG1000:60+PPG700:40,3,87.945,0,40,60,0,0.4679294474
WO_INV_0449,PPG1000:70+PPG700:30,1.5,42.36375,0,30,70,0,0.2975739962
WO_INV_0450,PPG1000:70+PPG700:30,1.6,45.188,0,30,70,0,0.3112378433
WO_INV_0451,PPG1000:70+PPG700:30,1.7,48.01225,0,30,70,0,0.3243802456
WO_INV_0452,PPG1000:70+PPG700:30,1.8,50.8365,0,30,70,0,0.3370304933
WO_INV_0453,PPG1000:70+PPG700:30,1.9,53.66075,0,30,70,0,0.3492157236
WO_INV_0454,PPG1000:70+PPG700:30,2,56.485,0,30,70,0,0.3609611145
WO_INV_0455,PPG1000:70+PPG700:30,2.1,59.30925,0,30,70,0,0.3722900585
WO_INV_0456,PPG1000:70+PPG700:30,2.2,62.1335,0,30,70,0,0.3832243182
WO_INV_0457,PPG1000:70+PPG700:30,2.3,64.95775,0,30,70,0,0.3937841659
WO_INV_0458,PPG1000:70+PPG700:30,2.4,67.782,0,30,70,0,0.4039885089
WO_INV_0459,PPG1000:70+PPG700:30,2.5,70.60625,0,30,70,0,0.4138550024
WO_INV_0460,PPG1000:70+PPG700:30,2.6,73.4305,0,30,70,0,0.4234001516
WO_INV_0461,PPG1000:70+PPG700:30,2.7,76.25475,0,30,70,0,0.432639404
WO_INV_0462,PPG1000:70+PPG700:30,2.8,79.079,0,30,70,0,0.4415872325
WO_INV_0463,PPG1000:70+PPG700:30,2.9,81.90325,0,30,70,0,0.4502572109
WO_INV_0464,PPG1000:70+PPG700:30,3,84.7275,0,30,70,0,0.4586620833
WO_INV_0465,PPG1000:80+PPG700:20,1.5,40.755,0,20,80,0,0.2895456645
WO_INV_0466,PPG1000:80+PPG700:20,1.6,43.472,0,20,80,0,0.3029998885
WO_INV_0467,PPG1000:80+PPG700:20,1.7,46.189,0,20,80,0,0.3159540047
WO_INV_0468,PPG1000:80+PPG700:20,1.8,48.906,0,20,80,0,0.3284353888
WO_INV_0469,PPG1000:80+PPG700:20,1.9,51.623,0,20,80,0,0.3404694538
WO_INV_0470,PPG1000:80+PPG700:20,2,54.34,0,20,80,0,0.3520798238
WO_INV_0471,PPG1000:80+PPG700:20,2.1,57.057,0,20,80,0,0.3632884876
WO_INV_0472,PPG1000:80+PPG700:20,2.2,59.774,0,20,80,0,0.3741159388
WO_INV_0473,PPG1000:80+PPG700:20,2.3,62.491,0,20,80,0,0.3845812999
WO_INV_0474,PPG1000:80+PPG700:20,2.4,65.208,0,20,80,0,0.3947024357
WO_INV_0475,PPG1000:80+PPG700:20,2.5,67.925,0,20,80,0,0.4044960548
WO_INV_0476,PPG1000:80+PPG700:20,2.6,70.642,0,20,80,0,0.4139778015
WO_INV_0477,PPG1000:80+PPG700:20,2.7,73.359,0,20,80,0,0.4231623394
WO_INV_0478,PPG1000:80+PPG700:20,2.8,76.076,0,20,80,0,0.4320634272
WO_INV_0479,PPG1000:80+PPG700:20,2.9,78.793,0,20,80,0,0.4406939869
WO_INV_0480,PPG1000:80+PPG700:20,3,81.51,0,20,80,0,0.4490661672
WO_INV_0481,PPG1000:90+PPG700:10,1.5,39.14625,0,10,90,0,0.2813316924
WO_INV_0482,PPG1000:90+PPG700:10,1.6,41.756,0,10,90,0,0.2945624877
WO_INV_0483,PPG1000:90+PPG700:10,1.7,44.36575,0,10,90,0,0.3073149275
WO_INV_0484,PPG1000:90+PPG700:10,1.8,46.9755,0,10,90,0,0.3196144936
WO_INV_0485,PPG1000:90+PPG700:10,1.9,49.58525,0,10,90,0,0.3314848891
WO_INV_0486,PPG1000:90+PPG700:10,2,52.195,0,10,90,0,0.3429481915
WO_INV_0487,PPG1000:90+PPG700:10,2.1,54.80475,0,10,90,0,0.3540249895
WO_INV_0488,PPG1000:90+PPG700:10,2.2,57.4145,0,10,90,0,0.3647345067
WO_INV_0489,PPG1000:90+PPG700:10,2.3,60.02425,0,10,90,0,0.3750947122
WO_INV_0490,PPG1000:90+PPG700:10,2.4,62.634,0,10,90,0,0.3851224221
WO_INV_0491,PPG1000:90+PPG700:10,2.5,65.24375,0,10,90,0,0.3948333901
WO_INV_0492,PPG1000:90+PPG700:10,2.6,67.8535,0,10,90,0,0.4042423899
WO_INV_0493,PPG1000:90+PPG700:10,2.7,70.46325,0,10,90,0,0.4133632909
WO_INV_0494,PPG1000:90+PPG700:10,2.8,73.073,0,10,90,0,0.4222091256
WO_INV_0495,PPG1000:90+PPG700:10,2.9,75.68275,0,10,90,0,0.4307921523
WO_INV_0496,PPG1000:90+PPG700:10,3,78.2925,0,10,90,0,0.4391239115
WO_INV_0497,PPG2000:10+PPG400:90,1.5,86.33625,90,0,0,10,0.4633357707
WO_INV_0498,PPG2000:10+PPG400:90,1.6,92.092,90,0,0,10,0.4794161131
WO_INV_0499,PPG2000:10+PPG400:90,1.7,97.84775,90,0,0,10,0.4945608429
WO_INV_0500,PPG2000:10+PPG400:90,1.8,103.6035,90,0,0,10,0.5088493076
WO_INV_0501,PPG2000:10+PPG400:90,1.9,109.35925,90,0,0,10,0.5223521292
WO_INV_0502,PPG2000:10+PPG400:90,2,115.115,90,0,0,10,0.5351323711
WO_INV_0503,PPG2000:10+PPG400:90,2.1,120.87075,90,0,0,10,0.5472465231
WO_INV_0504,PPG2000:10+PPG400:90,2.2,126.6265,90,0,0,10,0.5587453365
WO_INV_0505,PPG2000:10+PPG400:90,2.3,132.38225,90,0,0,10,0.5696745341
WO_INV_0506,PPG2000:10+PPG400:90,2.4,138.138,90,0,0,10,0.5800754185
WO_INV_0507,PPG2000:10+PPG400:90,2.5,143.89375,90,0,0,10,0.5899853932
WO_INV_0508,PPG2000:10+PPG400:90,2.6,149.6495,90,0,0,10,0.5994384127
WO_INV_0509,PPG2000:10+PPG400:90,2.7,155.40525,90,0,0,10,0.6084653702
WO_INV_0510,PPG2000:10+PPG400:90,2.8,161.161,90,0,0,10,0.617094436
WO_INV_0511,PPG2000:10+PPG400:90,2.9,166.91675,90,0,0,10,0.6253513502
WO_INV_0512,PPG2000:10+PPG400:90,3,172.6725,90,0,0,10,0.6332596797
WO_INV_0513,PPG2000:20+PPG400:80,1.5,78.82875,80,0,0,20,0.4408057988
WO_INV_0514,PPG2000:20+PPG400:80,1.6,84.084,80,0,0,20,0.4567697356
WO_INV_0515,PPG2000:20+PPG400:80,1.7,89.33925,80,0,0,20,0.4718474907
WO_INV_0516,PPG2000:20+PPG400:80,1.8,94.5945,80,0,0,20,0.4861108613
WO_INV_0517,PPG2000:20+PPG400:80,1.9,99.84975,80,0,0,20,0.4996240926
WO_INV_0518,PPG2000:20+PPG400:80,2,105.105,80,0,0,20,0.5124448453
WO_INV_0519,PPG2000:20+PPG400:80,2.1,110.36025,80,0,0,20,0.5246250183
WO_INV_0520,PPG2000:20+PPG400:80,2.2,115.6155,80,0,0,20,0.5362114505
WO_INV_0521,PPG2000:20+PPG400:80,2.3,120.87075,80,0,0,20,0.5472465231
WO_INV_0522,PPG2000:20+PPG400:80,2.4,126.126,80,0,0,20,0.5577686776
WO_INV_0523,PPG2000:20+PPG400:80,2.5,131.38125,80,0,0,20,0.567812863
WO_INV_0524,PPG2000:20+PPG400:80,2.6,136.6365,80,0,0,20,0.5774109235
WO_INV_0525,PPG2000:20+PPG400:80,2.7,141.89175,80,0,0,20,0.5865919363
WO_INV_0526,PPG2000:20+PPG400:80,2.8,147.147,80,0,0,20,0.5953825051
WO_INV_0527,PPG2000:20+PPG400:80,2.9,152.40225,80,0,0,20,0.6038070184
WO_INV_0528,PPG2000:20+PPG400:80,3,157.6575,80,0,0,20,0.6118878744
WO_INV_0529,PPG2000:30+PPG400:70,1.5,71.32125,70,0,0,30,0.4163012469
WO_INV_0530,PPG2000:30+PPG400:70,1.6,76.076,70,0,0,30,0.4320634272
WO_INV_0531,PPG2000:30+PPG400:70,1.7,80.83075,70,0,0,30,0.4469967082
WO_INV_0532,PPG2000:30+PPG400:70,1.8,85.5855,70,0,0,30,0.4611648001
WO_INV_0533,PPG2000:30+PPG400:70,1.9,90.34025,70,0,0,30,0.4746250465
WO_INV_0534,PPG2000:30+PPG400:70,2,95.095,70,0,0,30,0.4874292012
WO_INV_0535,PPG2000:30+PPG400:70,2.1,99.84975,70,0,0,30,0.4996240926
WO_INV_0536,PPG2000:30+PPG400:70,2.2,104.6045,70,0,0,30,0.5112521963
WO_INV_0537,PPG2000:30+PPG400:70,2.3,109.35925,70,0,0,30,0.5223521292
WO_INV_0538,PPG2000:30+PPG400:70,2.4,114.114,70,0,0,30,0.5329590779
WO_INV_0539,PPG2000:30+PPG400:70,2.5,118.86875,70,0,0,30,0.5431051715
WO_INV_0540,PPG2000:30+PPG400:70,2.6,123.6235,70,0,0,30,0.5528198065
WO_INV_0541,PPG2000:30+PPG400:70,2.7,128.37825,70,0,0,30,0.5621299314
WO_INV_0542,PPG2000:30+PPG400:70,2.8,133.133,70,0,0,30,0.5710602961
WO_INV_0543,PPG2000:30+PPG400:70,2.9,137.88775,70,0,0,30,0.5796336718
WO_INV_0544,PPG2000:30+PPG400:70,3,142.6425,70,0,0,30,0.5878710448
WO_INV_0545,PPG2000:40+PPG400:60,1.5,63.81375,60,0,0,40,0.389550633
WO_INV_0546,PPG2000:40+PPG400:60,1.6,68.068,60,0,0,40,0.405002737
WO_INV_0547,PPG2000:40+PPG400:60,1.7,72.32225,60,0,0,40,0.4196918854
WO_INV_0548,PPG2000:40+PPG400:60,1.8,76.5765,60,0,0,40,0.4336732238
WO_INV_0549,PPG2000:40+PPG400:60,1.9,80.83075,60,0,0,40,0.4469967082
WO_INV_0550,PPG2000:40+PPG400:60,2,85.085,60,0,0,40,0.4597077019
WO_INV_0551,PPG2000:40+PPG400:60,2.1,89.33925,60,0,0,40,0.4718474907
WO_INV_0552,PPG2000:40+PPG400:60,2.2,93.5935,60,0,0,40,0.4834537317
WO_INV_0553,PPG2000:40+PPG400:60,2.3,97.84775,60,0,0,40,0.4945608429
WO_INV_0554,PPG2000:40+PPG400:60,2.4,102.102,60,0,0,40,0.5052003444
WO_INV_0555,PPG2000:40+PPG400:60,2.5,106.35625,60,0,0,40,0.515401157
WO_INV_0556,PPG2000:40+PPG400:60,2.6,110.6105,60,0,0,40,0.5251898647
WO_INV_0557,PPG2000:40+PPG400:60,2.7,114.86475,60,0,0,40,0.5345909462
WO_INV_0558,PPG2000:40+PPG400:60,2.8,119.119,60,0,0,40,0.5436269789
WO_INV_0559,PPG2000:40+PPG400:60,2.9,123.37325,60,0,0,40,0.5523188206
WO_INV_0560,PPG2000:40+PPG400:60,3,127.6275,60,0,0,40,0.5606857695
WO_INV_0561,PPG2000:50+PPG400:50,1.5,56.30625,50,0,0,50,0.3602303171
WO_INV_0562,PPG2000:50+PPG400:50,1.6,60.06,50,0,0,50,0.3752342871
WO_INV_0563,PPG2000:50+PPG400:50,1.7,63.81375,50,0,0,50,0.389550633
WO_INV_0564,PPG2000:50+PPG400:50,1.8,67.5675,50,0,0,50,0.4032255658
WO_INV_0565,PPG2000:50+PPG400:50,1.9,71.32125,50,0,0,50,0.4163012469
WO_INV_0566,PPG2000:50+PPG400:50,2,75.075,50,0,0,50,0.4288162216
WO_INV_0567,PPG2000:50+PPG400:50,2.1,78.82875,50,0,0,50,0.4408057988
WO_INV_0568,PPG2000:50+PPG400:50,2.2,82.5825,50,0,0,50,0.4523023839
WO_INV_0569,PPG2000:50+PPG400:50,2.3,86.33625,50,0,0,50,0.4633357707
WO_INV_0570,PPG2000:50+PPG400:50,2.4,90.09,50,0,0,50,0.4739334
WO_INV_0571,PPG2000:50+PPG400:50,2.5,93.84375,50,0,0,50,0.4841205868
WO_INV_0572,PPG2000:50+PPG400:50,2.6,97.5975,50,0,0,50,0.4939207227
WO_INV_0573,PPG2000:50+PPG400:50,2.7,101.35125,50,0,0,50,0.5033554547
WO_INV_0574,PPG2000:50+PPG400:50,2.8,105.105,50,0,0,50,0.5124448453
WO_INV_0575,PPG2000:50+PPG400:50,2.9,108.85875,50,0,0,50,0.5212075146
WO_INV_0576,PPG2000:50+PPG400:50,3,112.6125,50,0,0,50,0.5296607678
WO_INV_0577,PPG2000:60+PPG400:40,1.5,48.79875,40,0,0,60,0.3279513437
WO_INV_0578,PPG2000:60+PPG400:40,1.6,52.052,40,0,0,60,0.3423302554
WO_INV_0579,PPG2000:60+PPG400:40,1.7,55.30525,40,0,0,60,0.3561067639
WO_INV_0580,PPG2000:60+PPG400:40,1.8,58.5585,40,0,0,60,0.3693179489
WO_INV_0581,PPG2000:60+PPG400:40,1.9,61.81175,40,0,0,60,0.3819979081
WO_INV_0582,PPG2000:60+PPG400:40,2,65.065,40,0,0,60,0.3941780511
WO_INV_0583,PPG2000:60+PPG400:40,2.1,68.31825,40,0,0,60,0.4058873592
WO_INV_0584,PPG2000:60+PPG400:40,2.2,71.5715,40,0,0,60,0.4171526157
WO_INV_0585,PPG2000:60+PPG400:40,2.3,74.82475,40,0,0,60,0.42799861
WO_INV_0586,PPG2000:60+PPG400:40,2.4,78.078,40,0,0,60,0.4384483204
WO_INV_0587,PPG2000:60+PPG400:40,2.5,81.33125,40,0,0,60,0.4485230759
WO_INV_0588,PPG2000:60+PPG400:40,2.6,84.5845,40,0,0,60,0.4582427019
WO_INV_0589,PPG2000:60+PPG400:40,2.7,87.83775,40,0,0,60,0.4676256503
WO_INV_0590,PPG2000:60+PPG400:40,2.8,91.091,40,0,0,60,0.4766891167
WO_INV_0591,PPG2000:60+PPG400:40,2.9,94.34425,40,0,0,60,0.485449145
