cid,blend,nco_oh,mdi_parts,eta80,eta120,ratio,domain_ratio,unc_radius,in_domain,mdi_fraction,PPG1000,PPG2000,PPG400,PPG700,property_score,broad_margin,ea_two_point_kj_mol,check_nco_oh,check_mdi_fraction,check_eta80_broad,check_eta120_broad,check_ratio_broad,check_eta80_preferred,check_eta120_preferred,check_ratio_preferred,check_chemistry_in_domain,feasible_nominal,property_rank,nominal_rank,robust_check_interval_inside_broad,robust_check_domain_ratio_max,feasible_robust,robust_score,robust_rank
WO_INV_0568,PPG2000:50+PPG400:50,2.2,82.58250000000001,2.4768593454,0.2891862862,8.564926706,0.5637761148,0.0520408357,True,0.4523023838538743,0.0,50.0,50.0,0.0,0.049916383847598715,0.3559161051267084,61.981254513313885,True,True,True,True,True,True,False,True,True,False,344.0,,True,True,False,0.10327885511043511,
WO_INV_0786,PPG400:10+PPG700:90,1.6,61.49,2.490869285,0.3395564637,7.3356556315,0.7403321891,0.0576906301,True,0.38076661093566166,0.0,0.0,10.0,90.0,0.03250610366345229,0.2009873223532934,57.51005763962709,True,True,True,True,True,True,True,True,True,True,268.0,118.0,False,True,False,0.09097921060076943,
WO_INV_0435,PPG1000:60+PPG700:40,1.7,49.8355,3.6019885905,0.4359804581,8.2618120229,0.598896587,0.0531646908,True,0.33260141955678063,60.0,0.0,0.0,40.0,0.00040156537372727834,0.31988446747848814,60.94139257003049,True,False,True,True,True,True,True,True,True,False,7.0,,True,True,False,0.02143388543320697,
WO_INV_0418,PPG1000:50+PPG700:50,1.6,48.62,3.5167190341,0.4371146937,8.0453004324,0.625,0.054,True,0.32714304938770017,50.0,0.0,0.0,50.0,0.00022489450130321956,0.2933286545090779,60.1749999989668,True,False,True,True,True,True,True,True,True,False,5.0,,True,True,False,0.020900549762860425,
WO_INV_0699,PPG2000:40+PPG700:60,2.5,66.1375,3.6545327916,0.3656932732,9.9934372871,0.63681112,0.0543779558,True,0.39808893236024384,0.0,40.0,0.0,60.0,0.012419984514143738,0.26302075119775736,66.43294942688924,True,True,True,True,True,True,True,False,True,False,127.0,,True,True,False,0.05871742651727592,
WO_INV_0700,PPG2000:40+PPG700:60,2.6,68.783,3.5602416431,0.3513542348,10.1329122873,0.68056112,0.0557779558,True,0.4075232695235894,0.0,40.0,0.0,60.0,0.015704804314112666,0.2491605891761151,66.83294943124034,True,True,True,True,True,True,True,False,True,False,153.0,,False,True,False,0.06567723869841476,
WO_INV_0452,PPG1000:70+PPG700:30,1.8,50.8365,3.690891134,0.4351643233,8.4816032393,0.5734509604,0.0523504307,True,0.3370304932824615,70.0,0.0,0.0,30.0,0.0010751348579282642,0.3461400239441407,61.69911982860432,True,False,True,True,True,True,True,True,True,False,19.0,,True,True,False,0.024940767815107436,
WO_INV_0698,PPG2000:40+PPG700:60,2.4,63.492,3.751321192,0.3806174987,9.8558820979,0.59306112,0.0529779558,True,0.3883492770288455,0.0,40.0,0.0,60.0,0.010068941723306708,0.27688091321148534,66.03294943369893,True,True,True,True,True,True,True,False,True,False,110.0,,True,True,False,0.05281603714780919,
WO_INV_0788,PPG400:10+PPG700:90,1.8,69.17625,2.3639928714,0.3134501221,7.5418470255,0.6528321891,0.0548906301,True,0.4089004810072336,0.0,0.0,10.0,90.0,0.04657413619844792,0.2287076463872919,58.31005764613783,True,True,True,True,True,True,True,True,True,True,332.0,135.0,False,True,False,0.10495058796928981,
WO_INV_0562,PPG2000:50+PPG400:50,1.6,60.06,2.8974481244,0.3676278206,7.8814713205,0.8262761148,0.0604408357,True,0.37523428714232165,0.0,50.0,50.0,0.0,0.010392164381009292,0.2727551330119997,59.58125451383968,True,True,True,True,True,True,True,True,True,True,115.0,58.0,False,True,False,0.053007118191806715,
WO_INV_0785,PPG400:10+PPG700:90,1.5,57.64687499999999,2.5568386627,0.3534140258,7.2346836166,0.7840821891,0.0590906301,True,0.3656709021349138,0.0,0.0,10.0,90.0,0.026872752896174842,0.18712716033461044,57.11005764556551,True,True,True,True,True,True,True,True,True,True,228.0,105.0,False,True,False,0.08528931021316492,
WO_INV_0605,PPG2000:70+PPG400:30,2.7,74.32425,3.3182883821,0.3255809737,10.1918989432,0.7272942273,0.0572734153,True,0.4263563445705345,0.0,70.0,30.0,0.0,0.02301795166893441,0.2433561739870087,67.00046306491137,True,True,True,True,True,True,True,False,True,False,203.0,,False,True,False,0.08040186018810677,
WO_INV_0659,PPG2000:20+PPG700:80,1.7,52.87425,3.490716528,0.4197754422,8.3156758989,0.6676716892,0.0553654941,True,0.3458676003316451,0.0,20.0,0.0,80.0,9.567802556700525e-05,0.3263829268119886,61.12893610432842,True,False,True,True,True,True,True,True,True,False,2.0,,True,True,False,0.021047206551416255,
WO_INV_0016,PPG1000:100,3.0,75.07500000000002,3.1324964722,0.3027203472,10.3478226729,0.7853520574,0.0591312658,True,0.42881622161930605,100.0,0.0,0.0,0.0,0.034259880938359036,0.2281732296490981,67.43863815080321,True,True,True,True,True,True,True,False,True,False,278.0,,False,True,False,0.10242248279364047,
WO_INV_0321,PPG1000:80+PPG400:20,1.5,48.79875,3.3134643951,0.4256299629,7.7848475989,0.7247477878,0.0571919292,True,0.32795134367728224,80.0,0.0,20.0,0.0,0.0008540507987765376,0.26041975961709213,59.22525944935715,True,False,True,True,True,True,True,True,True,False,17.0,,False,True,False,0.027666029903630943,
WO_INV_0469,PPG1000:80+PPG700:20,1.9,51.623,3.7833135429,0.4346673912,8.7039276916,0.5487140638,0.05155885,True,0.34046945384275473,80.0,0.0,0.0,20.0,0.002242594247668916,0.3720149133602157,62.445861155732615,True,False,True,True,True,True,True,True,True,False,33.0,,True,True,False,0.028876443382833954,
WO_INV_0686,PPG2000:30+PPG700:70,2.8,80.5805,2.9715869362,0.2956044741,10.0525776725,0.7267135,0.057254832,True,0.4462303515606613,0.0,30.0,0.0,70.0,0.037561416322769325,0.2571202710171911,66.60323546778223,True,True,True,True,True,True,False,False,True,False,289.0,,False,True,False,0.10384272677835196,
WO_INV_0463,PPG1000:70+PPG700:30,2.9,81.90325,2.7685665931,0.2802616734,9.8785058975,0.7047009604,0.0565504307,True,0.45025721090744664,70.0,0.0,0.0,30.0,0.04919003785747346,0.2745880820867985,66.09911982499193,True,True,True,True,True,True,False,False,True,False,337.0,,True,True,False,0.11879484441521872,
WO_INV_0579,PPG2000:60+PPG400:40,1.7,55.30525,3.4426950235,0.4097650681,8.4016313049,0.7122477878,0.0567919292,True,0.35610676393747154,0.0,60.0,40.0,0.0,0.0004160220350720619,0.33666642073054415,61.42571456093799,True,True,True,True,True,True,True,True,True,True,8.0,1.0,True,True,True,0.024936145769100942,6.0
WO_INV_0588,PPG2000:60+PPG400:40,2.6,84.5845,2.7209907489,0.2858833872,9.51783444,0.6684977878,0.0553919292,True,0.4582427018519974,0.0,60.0,40.0,0.0,0.04527782019007244,0.31178200932449296,65.0257145677661,True,True,True,True,True,True,False,False,True,False,322.0,,True,True,False,0.10937108895585534,
WO_INV_0701,PPG2000:40+PPG700:60,2.7,71.42850000000001,3.4683833148,0.3375774382,10.2743338926,0.72431112,0.0571779558,True,0.41666642361100986,0.0,40.0,0.0,60.0,0.01992340109126271,0.2353004271514651,67.23294943162816,True,True,True,True,True,True,True,False,True,False,182.0,,False,True,False,0.07398493059570391,
WO_INV_0396,PPG1000:30+PPG700:70,2.6,84.5845,2.4517873559,0.2723918018,9.0009586908,0.5709977878,0.0522719292,True,0.4582427018519974,30.0,0.0,0.0,70.0,0.06194913922629348,0.36761826459829766,63.41429746419615,True,True,True,True,True,True,False,True,True,False,387.0,,True,True,False,0.12330841615499057,
WO_INV_0379,PPG1000:20+PPG700:80,2.5,84.0125,2.3946464781,0.2735246119,8.7547751597,0.5431770923,0.051381667,True,0.4565586576998846,20.0,0.0,0.0,80.0,0.06358733252019447,0.37783981482076506,62.61396601817715,True,True,True,True,True,True,False,True,True,False,390.0,,True,True,False,0.12201902352071008,
WO_INV_0401,PPG1000:40+PPG700:60,1.5,47.190000000000005,3.4346827828,0.4385391002,7.8321015873,0.6857844417,0.0559451021,True,0.32060601943066785,40.0,0.0,0.0,60.0,0.00054426189908081,0.26647140671531927,59.399908114464196,True,False,True,True,True,True,True,True,True,False,11.0,,True,True,False,0.02547098799204345,
WO_INV_0413,PPG1000:40+PPG700:60,2.7,84.94200000000001,2.5099090492,0.2713607119,9.2493457581,0.5982844417,0.0531451021,True,0.45928993954861524,40.0,0.0,0.0,60.0,0.06075148602584294,0.3403965372926603,64.19990811036902,True,True,True,True,True,True,False,True,True,False,384.0,,True,True,False,0.12502088618443158,
WO_INV_0697,PPG2000:40+PPG700:60,2.3,60.8465,3.8506729829,0.3961507935,9.7202202942,0.54931112,0.0515779558,True,0.3782892384975738,0.0,40.0,0.0,60.0,0.008651675904177567,0.2907410752336682,65.63294943309538,True,True,True,True,True,True,True,False,True,False,99.0,,True,True,False,0.04797307052082211,
WO_INV_0332,PPG1000:80+PPG400:20,2.6,84.5845,2.485455815,0.274121198,9.0669960322,0.5934977878,0.0529919292,True,0.4582427018519974,80.0,0.0,20.0,0.0,0.05941661458424745,0.36030834640662485,63.62525945046128,True,True,True,True,True,True,False,True,True,False,377.0,,True,True,False,0.12160383722821752,
WO_INV_0669,PPG2000:20+PPG700:80,2.7,83.97675,2.6877613741,0.2813838938,9.5519375261,0.6676716892,0.0553654941,True,0.4564530572477229,0.0,20.0,0.0,80.0,0.049065566361078346,0.30820534123259524,65.12893609789553,True,True,True,True,True,True,False,False,True,False,336.0,,True,True,False,0.11481727035988254,
WO_INV_0789,PPG400:10+PPG700:90,1.9,73.019375,2.3029991369,0.3011595671,7.6471060155,0.6090821891,0.0534906301,True,0.42203004721292053,0.0,0.0,10.0,90.0,0.05500881790400363,0.2425678084099615,58.710057637684066,True,True,True,True,True,True,True,True,True,True,361.0,139.0,False,True,False,0.11323206485759593,
WO_INV_0057,PPG700:100,2.3,82.22499999999998,2.2717073331,0.275420974,8.2481275855,0.4635647528,0.0488340721,True,0.45122787762381666,0.0,0.0,0.0,100.0,0.06947284852648697,0.31822674602603435,60.89355123794166,True,True,True,True,True,True,False,True,True,False,407.0,,True,True,False,0.12114621750675512,
WO_INV_0362,PPG1000:10+PPG700:90,2.4,83.226,2.336902283,0.2746669053,8.5081319888,0.5148559162,0.0504753893,True,0.45422592863458244,10.0,0.0,0.0,90.0,0.06583945876215141,0.3492629414827858,61.78924626329871,True,True,True,True,True,True,False,True,True,False,398.0,,True,True,False,0.12134775017528242,
WO_INV_0007,PPG1000:100,2.1,52.5525,3.9633468142,0.433897978,9.1342827462,0.4791020574,0.0493312658,True,0.3444879631602235,100.0,0.0,0.0,0.0,0.005733414331786903,0.35291468782421276,63.83863815269382,True,False,True,True,True,True,True,True,True,False,73.0,,True,True,False,0.036609046475489126,
WO_INV_0486,PPG1000:90+PPG700:10,2.0,52.195,3.8778029075,0.4344249594,8.9262893939,0.5247429986,0.050791776,True,0.342948191464897,90.0,0.0,0.0,10.0,0.003874190167657488,0.3759485703258438,63.17388740833855,True,False,True,True,True,True,True,True,True,False,55.0,,True,True,False,0.03316755173794906,
WO_INV_0430,PPG1000:50+PPG700:50,2.8,85.085,2.5698573887,0.2704793128,9.5011236253,0.625,0.054,True,0.4597077018667099,50.0,0.0,0.0,50.0,0.05991326275064464,0.31353928950176885,64.97499999654164,True,True,True,True,True,True,False,False,True,False,380.0,,True,True,False,0.12705839124846552,
WO_INV_0651,PPG2000:10+PPG700:90,2.5,83.565625,2.4906530006,0.2791455873,8.9224158072,0.6155578301,0.0536978506,True,0.45523569568104044,0.0,10.0,0.0,90.0,0.05562787692211278,0.37638261713396465,63.161360951227095,True,True,True,True,True,True,False,True,True,False,365.0,,True,True,False,0.11642692125589718,
WO_INV_0496,PPG1000:90+PPG700:10,3.0,78.29249999999999,2.9858078672,0.2912037588,10.2533287333,0.7872429986,0.059191776,True,0.4391239115498408,90.0,0.0,0.0,10.0,0.04100328543333567,0.23734695013014517,67.1738874073396,True,True,True,True,True,True,False,False,True,False,307.0,,False,True,False,0.11277373398483026,
WO_INV_0313,PPG1000:70+PPG400:30,2.3,83.458375,2.3215001248,0.276579069,8.3936218802,0.5158767068,0.0505080546,True,0.4549172257739665,70.0,0.0,30.0,0.0,0.06552893211380464,0.335712648230791,61.398188978856346,True,True,True,True,True,True,False,True,True,False,397.0,,True,True,False,0.11987986542895195,
WO_INV_0677,PPG2000:30+PPG700:70,1.9,54.679625,3.7597583018,0.4236985878,8.8736625753,0.5954635,0.053054832,True,0.3535024409323465,0.0,30.0,0.0,70.0,0.0024868714413723274,0.38186172919664646,63.003235468063835,True,True,True,True,True,True,True,True,True,True,37.0,12.0,True,True,True,0.030807026077419003,17.0
WO_INV_0702,PPG2000:40+PPG700:60,2.8,74.074,3.3788950369,0.3243408375,10.417729271,0.76806112,0.0585779558,True,0.42553167043900864,0.0,40.0,0.0,60.0,0.02507577486087298,0.22144026513390372,67.63294943307375,True,True,True,True,True,True,True,False,True,False,218.0,,False,True,False,0.0857286742396216,
WO_INV_0606,PPG2000:70+PPG400:30,2.8,77.077,3.2326727261,0.3128147611,10.3341438051,0.7710442273,0.0586734153,True,0.4352739203849173,0.0,70.0,30.0,0.0,0.029110406944237208,0.22949601196857475,67.40046306687601,True,True,True,True,True,True,True,False,True,False,241.0,,False,True,False,0.09317327610729258,
WO_INV_0641,PPG2000:10+PPG700:90,1.5,50.139375,3.2347230221,0.4164362814,7.7676301677,0.7905578301,0.0592978506,True,0.33395220274494947,0.0,10.0,0.0,90.0,0.0015073165954469848,0.2582056509082287,59.16136094957718,True,False,True,True,True,True,True,True,True,False,26.0,,False,True,False,0.03231627341548675,
WO_INV_0561,PPG2000:50+PPG400:50,1.5,56.30624999999999,2.9741855312,0.3826309965,7.772986397,0.8700261148,0.0618408357,True,0.36023031708584907,0.0,50.0,50.0,0.0,0.0070730139289627274,0.2588949709863338,59.18125451965497,True,True,True,True,True,True,True,True,True,True,84.0,43.0,False,True,False,0.04913085119097718,
WO_INV_0290,PPG1000:60+PPG400:40,1.6,64.06400000000001,2.4360122905,0.3306802877,7.3666692,0.7829716602,0.0590550931,True,0.39048176321435535,60.0,0.0,40.0,0.0,0.03759777468381731,0.20520619451888597,57.63181299120668,True,True,True,True,True,True,True,True,True,True,290.0,126.0,False,True,False,0.10000551326369701,
WO_INV_0696,PPG2000:40+PPG700:60,2.2,58.20100000000001,3.9526560544,0.4123180141,9.5864258145,0.50556112,0.0501779558,True,0.36789274404080885,0.0,40.0,0.0,60.0,0.008168187073130728,0.3046012372537402,65.23294943219621,True,True,True,True,True,True,True,False,True,False,95.0,,True,True,False,0.044188526665358,
WO_INV_0291,PPG1000:60+PPG400:40,1.7,68.068,2.3731603722,0.3177141282,7.4694832927,0.7392216602,0.0576550931,True,0.4050027369874099,60.0,0.0,40.0,0.0,0.04480622796870352,0.21906635653361836,58.031812987476954,True,True,True,True,True,True,True,True,True,True,321.0,133.0,False,True,False,0.10717417828704814,
WO_INV_0480,PPG1000:80+PPG700:20,3.0,81.51,2.837893372,0.279941631,10.1374467312,0.7674640638,0.05855885,True,0.4490661671533249,80.0,0.0,0.0,20.0,0.049352646872122284,0.24871319266266428,66.84586115468855,True,True,True,True,True,True,False,False,True,False,340.0,,False,True,False,0.12356749241031649,
WO_INV_0289,PPG1000:60+PPG400:40,1.5,60.06,2.5005288092,0.3441756063,7.2652702972,0.8267216602,0.0604550931,True,0.37523428714232165,60.0,0.0,40.0,0.0,0.031323098358774656,0.19134603249782067,57.23181298737484,True,True,True,True,True,True,True,True,True,True,257.0,113.0,False,True,False,0.09370070704189433,
WO_INV_0351,PPG1000:90+PPG400:10,2.9,83.45837499999999,2.6996203805,0.274956195,9.8183653594,0.7179635,0.056974832,True,0.4549172257739664,90.0,0.0,10.0,0.0,0.05410502914868913,0.28069470929745555,65.92288445372799,True,True,True,True,True,True,False,False,True,False,359.0,,True,True,False,0.12596669638339378,
WO_INV_0599,PPG2000:70+PPG400:30,2.1,57.807750000000006,3.8817579476,0.4138945362,9.3786160676,0.5522942273,0.0516734153,True,0.36631756044934427,0.0,70.0,30.0,0.0,0.006072536781297661,0.32651714609620386,64.60046306302532,True,True,True,True,True,True,True,True,True,True,76.0,37.0,True,True,True,0.04067909531006252,45.0
WO_INV_0339,PPG1000:90+PPG400:10,1.7,48.923875,3.6942930836,0.4443496685,8.3139323501,0.6304635,0.054174832,True,0.3285159951686726,90.0,0.0,10.0,0.0,0.0011572689739119324,0.32617323470375825,61.12288445113474,True,False,True,True,True,True,True,True,True,False,20.0,,True,True,False,0.025594787325280824,
WO_INV_0447,PPG1000:60+PPG700:40,2.9,85.0135,2.6321684796,0.2697774666,9.75681369,0.686396587,0.0559646908,True,0.4594989014315171,60.0,0.0,0.0,40.0,0.05939168181009055,0.28698347652674744,65.74139257232507,True,True,True,True,True,True,False,False,True,False,376.0,,True,True,False,0.13118296697848245,
WO_INV_0790,PPG400:10+PPG700:90,2.0,76.8625,2.2435791109,0.2893509315,7.7538340693,0.5653321891,0.0520906301,True,0.4345890168916531,0.0,0.0,10.0,90.0,0.06437727666282571,0.2564279704236445,59.11005764447338,True,True,True,True,True,True,False,True,True,False,392.0,,True,True,False,0.12237740067983915,
WO_INV_0569,PPG2000:50+PPG400:50,2.3,86.33624999999999,2.4129535261,0.2778471297,8.6844644705,0.6075261148,0.0534408357,True,0.4633357706833748,0.0,50.0,50.0,0.0,0.05977197322964439,0.3697762671361203,62.381254516217965,True,True,True,True,True,True,False,True,True,False,378.0,,True,True,False,0.11937571436494604,
WO_INV_0292,PPG1000:60+PPG400:40,1.8,72.072,2.3119301057,0.305256379,7.5737323267,0.6954716602,0.0562550931,True,0.418847924124785,60.0,0.0,40.0,0.0,0.052948458268247366,0.23292651855230825,58.43181299214436,True,True,True,True,True,True,True,True,True,True,354.0,138.0,False,True,False,0.1152067021935212,
WO_INV_0434,PPG1000:60+PPG700:40,1.6,46.904,3.6973853851,0.4537731581,8.14809188,0.642646587,0.0545646908,True,0.31928334150193327,60.0,0.0,0.0,40.0,0.00155527275100906,0.3060243054597699,60.54139257162295,True,False,True,True,True,True,True,True,True,False,28.0,,True,True,False,0.02557557371556418,
WO_INV_0417,PPG1000:50+PPG700:50,1.5,45.58125,3.6098575089,0.4549536827,7.9345604746,0.66875,0.0554,True,0.313098355729189,50.0,0.0,0.0,50.0,0.0013204142230948464,0.27946849249155675,59.77500000309828,True,False,True,True,True,True,True,True,True,False,23.0,,True,True,False,0.027513999893566735,
WO_INV_0687,PPG2000:30+PPG700:70,2.9,83.458375,2.8949165762,0.2840136569,10.1928780748,0.7704635,0.058654832,True,0.4549172257739665,0.0,30.0,0.0,70.0,0.046127472898672646,0.24326010900676498,67.00323546622093,True,True,True,True,True,True,False,False,True,False,328.0,,False,True,False,0.11930408817300403,
WO_INV_0703,PPG2000:40+PPG700:60,2.9,76.7195,3.2917156595,0.3116232514,10.5631259698,0.81181112,0.0599779558,True,0.4341314908654676,0.0,40.0,0.0,60.0,0.031161925595278694,0.2075801031212334,68.03294942899082,True,True,True,True,True,True,True,False,True,False,256.0,,False,True,False,0.09865798735962922,
WO_INV_0658,PPG2000:20+PPG700:80,1.6,49.764,3.5831663399,0.436906803,8.2012143439,0.7114216892,0.0567654941,True,0.3322827915921049,0.0,20.0,0.0,80.0,0.0003344626164064313,0.31252276479731644,60.72893610310327,True,False,True,True,True,True,True,True,True,False,6.0,,True,True,False,0.023138069991321477,
WO_INV_0451,PPG1000:70+PPG700:30,1.7,48.01225,3.7886424663,0.4529237162,8.3648577687,0.6172009604,0.0537504307,True,0.3243802455539998,70.0,0.0,0.0,30.0,0.002303714683997455,0.33227986192212466,61.299119831171886,True,False,True,True,True,True,True,True,True,False,34.0,,True,True,False,0.02905277946256421,
WO_INV_0578,PPG2000:60+PPG400:40,1.6,52.05200000000001,3.5338730109,0.4264878977,8.2859866122,0.7559977878,0.0581919292,True,0.3423302554389288,0.0,60.0,40.0,0.0,0.00010026273289189955,0.3228062587125986,61.02571456590101,True,False,True,True,True,True,True,True,True,False,3.0,,True,True,False,0.02309437411488604,
WO_INV_0589,PPG2000:60+PPG400:40,2.7,87.83775000000001,2.6507860587,0.2746737393,9.6506716132,0.7122477878,0.0567919292,True,0.46762565032854153,0.0,60.0,40.0,0.0,0.054931349332034286,0.2979218473096186,65.42571456298604,True,True,True,True,True,True,False,False,True,False,360.0,,True,True,False,0.12575160496960913,
WO_INV_0607,PPG2000:70+PPG400:30,2.9,79.82975,3.1492660524,0.3005491189,10.4783739301,0.8147942273,0.0600734153,True,0.44391848401057116,0.0,70.0,30.0,0.0,0.03613663919043734,0.21563584994869958,67.80046306399512,True,True,True,True,True,True,True,False,True,False,284.0,,False,True,False,0.10713026151384053,
WO_INV_0464,PPG1000:70+PPG700:30,3.0,84.7275,2.6971343914,0.269272456,10.0163768394,0.7484509604,0.0579504307,True,0.45866208333897224,70.0,0.0,0.0,30.0,0.05916678186899619,0.2607279200695366,66.49911982544855,True,True,True,True,True,True,False,False,True,False,374.0,,False,True,False,0.1357060159071134,
WO_INV_0205,PPG1000:90+PPG2000:10,2.7,64.189125,3.7835801821,0.3665939113,10.3209029547,0.7542927329,0.0581373675,True,0.39094626395018556,90.0,10.0,0.0,0.0,0.015825724916383274,0.23077810562517276,67.36346223308972,True,True,True,True,True,True,True,False,True,False,154.0,,False,True,False,0.07151982397160375,
WO_INV_0468,PPG1000:80+PPG700:20,1.8,48.906,3.8835126346,0.452406504,8.5841220245,0.5924640638,0.05295885,True,0.32843538876875344,80.0,0.0,0.0,20.0,0.0035625241137296998,0.35815475134180297,62.045861152686676,True,False,True,True,True,True,True,True,True,False,49.0,,True,True,False,0.03313170552690477,
WO_INV_0293,PPG1000:60+PPG400:40,1.9,76.076,2.2522796504,0.2932871052,7.6794363289,0.6517216602,0.0548550931,True,0.4320634271564551,60.0,0.0,40.0,0.0,0.06202446553389407,0.2467866805635256,58.83181298931068,True,True,True,True,True,True,False,True,True,False,388.0,,False,True,False,0.12410308491342945,
WO_INV_0206,PPG1000:90+PPG2000:10,2.8,66.56649999999999,3.6859594626,0.3522195584,10.4649482816,0.7980427329,0.0595373675,True,0.39963918314907254,90.0,10.0,0.0,0.0,0.018899820271750963,0.21691794361114153,67.76346223593502,True,True,True,True,True,True,True,False,True,False,175.0,,False,True,False,0.07858546960109239,
WO_INV_0204,PPG1000:90+PPG2000:10,2.6,61.81175,3.8837863356,0.3815548926,10.1788403472,0.7105427329,0.0567373675,True,0.3819979080629188,90.0,10.0,0.0,0.0,0.013685406558162324,0.24463826764130475,66.96346223576137,True,True,True,True,True,True,True,False,True,False,141.0,,False,True,False,0.06551260113232793,
WO_INV_0670,PPG2000:20+PPG700:80,2.8,87.08699999999999,2.61841404,0.2703506735,9.6852506645,0.7114216892,0.0567654941,True,0.46548931780401626,0.0,20.0,0.0,80.0,0.05909832862638309,0.2943451792131877,65.52893609962622,True,True,True,True,True,True,False,False,True,False,372.0,,True,True,False,0.131617351799371,
WO_INV_0791,PPG400:10+PPG700:90,2.1,80.70562499999998,2.1856921899,0.2780053192,7.8620516902,0.5215821891,0.0506906301,True,0.44661379522635214,0.0,0.0,10.0,90.0,0.07467951237397866,0.2702881324383749,59.51005764374154,True,True,True,True,True,False,False,True,True,False,421.0,,True,True,False,0.13238659529793687,
WO_INV_0397,PPG1000:30+PPG700:70,2.7,87.83775000000001,2.3885284227,0.2617111665,9.1265820052,0.6147477878,0.0536719292,True,0.46762565032854153,30.0,0.0,0.0,70.0,0.0730674332786985,0.3537581025870215,63.81429746131917,True,True,True,True,True,True,False,True,True,False,420.0,,True,True,False,0.14089659338357546,
WO_INV_0380,PPG1000:20+PPG700:80,2.6,87.373,2.3328618454,0.2627995585,8.8769625745,0.5869270923,0.052781667,True,0.4663051773734743,20.0,0.0,0.0,80.0,0.07473054169429308,0.3814899113919021,63.01396601496423,True,True,True,True,True,True,False,True,True,False,422.0,,True,True,False,0.1395007641554295,
WO_INV_0333,PPG1000:80+PPG400:20,2.7,87.83775000000001,2.4213281969,0.2633727521,9.1935410073,0.6372477878,0.0543919292,True,0.46762565032854153,80.0,0.0,20.0,0.0,0.07034314593047031,0.34644818439309144,64.02525944888744,True,True,True,True,True,True,False,True,True,False,409.0,,True,True,False,0.1390645433421872,
WO_INV_0414,PPG1000:40+PPG700:60,2.8,88.088,2.4451505095,0.2607205062,9.3784357262,0.6420344417,0.0545451021,True,0.4683339713325677,40.0,0.0,0.0,60.0,0.07183830511494328,0.32653637528019164,64.59990810923347,True,True,True,True,True,True,False,True,True,False,418.0,,True,True,False,0.14270576980272148,
WO_INV_0006,PPG1000:100,2.0,50.05,4.0683139935,0.4516056904,9.0085534345,0.5228520574,0.0507312658,True,0.33355548150616454,100.0,0.0,0.0,0.0,0.00723269186462632,0.36677484984087727,63.43863815318721,True,False,True,True,True,True,True,True,True,False,85.0,,True,True,False,0.04110364492578898,
WO_INV_0485,PPG1000:90+PPG700:10,1.9,49.58525,3.9805045009,0.4521541783,8.8034230176,0.5684929986,0.052191776,True,0.3314848890515609,90.0,0.0,0.0,10.0,0.005297054066861507,0.38338115589600813,62.7738874099177,True,False,True,True,True,True,True,True,True,False,66.0,,True,True,False,0.03757793416869904,
WO_INV_0058,PPG700:100,2.4,85.79999999999998,2.2130946716,0.2646215631,8.3632438927,0.5073147528,0.0502340721,True,0.4617868675995694,0.0,0.0,0.0,100.0,0.08071981686147625,0.3320869080487354,61.29355124192593,True,True,True,True,True,True,False,True,True,False,443.0,,True,True,False,0.13839192844341758,
WO_INV_0363,PPG1000:10+PPG700:90,2.5,86.69375,2.2766075168,0.2638970619,8.6268770889,0.5586059162,0.0518753893,True,0.4643634294131432,10.0,0.0,0.0,90.0,0.07701106411653846,0.36312310350628696,62.18924626226336,True,True,True,True,True,True,False,True,True,False,430.0,,True,True,False,0.13872389067546803,
WO_INV_0801,PPG400:20+PPG700:80,1.5,61.66875,2.3386017618,0.3301913693,7.0825647778,0.8172033103,0.0601505059,True,0.38145126995786144,0.0,0.0,20.0,80.0,0.045335030986425495,0.16587662962985086,56.49677387690568,True,True,True,True,True,True,True,True,True,True,324.0,134.0,False,True,False,0.11561476181429205,
WO_INV_0207,PPG1000:90+PPG2000:10,2.9,68.94387499999999,3.5908574699,0.338408832,10.6110040002,0.8417927329,0.0609373675,True,0.408087449160261,90.0,10.0,0.0,0.0,0.02290769260299965,0.20305778158400814,68.1634622335455,True,True,True,True,True,True,True,False,True,False,202.0,,False,True,False,0.08670953798210058,
WO_INV_0431,PPG1000:50+PPG700:50,2.9,88.12375,2.503552113,0.2598736672,9.6337275714,0.66875,0.0554,True,0.46843500621266587,50.0,0.0,0.0,50.0,0.07095684388322175,0.2996791274818571,65.37500000239828,True,True,True,True,True,True,False,False,True,False,415.0,,True,True,False,0.14482466692488818,
WO_INV_0652,PPG2000:10+PPG700:90,2.6,86.90825,2.4263912892,0.2682001323,9.0469429254,0.6593078301,0.0550978506,True,0.46497813766915047,0.0,10.0,0.0,90.0,0.06617570635522244,0.3625224551147414,63.56136094804439,True,True,True,True,True,True,False,True,True,False,399.0,,True,True,False,0.13351461548551316,
WO_INV_0203,PPG1000:90+PPG2000:10,2.5,59.434375,3.9866463969,0.3971264432,10.0387331678,0.6667927329,0.0553373675,True,0.372782688802211,90.0,10.0,0.0,0.0,0.012478865178066517,0.25849842966510705,66.56346223274684,True,True,True,True,True,True,True,False,True,False,128.0,,True,True,False,0.060563801044367316,
