cid,blend,nco_oh,mdi_parts,eta80,eta120,ratio,domain_ratio,unc_radius,in_domain,mdi_fraction,PPG1000,PPG2000,PPG400,PPG700,property_score,broad_margin,ea_two_point_kj_mol,check_nco_oh,check_mdi_fraction,check_eta80_broad,check_eta120_broad,check_ratio_broad,check_eta80_preferred,check_eta120_preferred,check_ratio_preferred,check_chemistry_in_domain,feasible_nominal,property_rank,nominal_rank,robust_check_interval_inside_broad,robust_check_domain_ratio_max,feasible_robust,robust_score,robust_rank
WO_INV_0319,PPG1000:70+PPG400:30,2.9,105.23012500000002,1.9845150051,0.2175648014,9.1214892853,0.7783767068,0.0589080546,True,0.5127420986563255,70.0,0.0,30.0,0.0,0.14590328084039217,0.30732292839162156,63.79818898756499,True,False,True,True,True,False,False,True,True,False,585.0,,True,True,False,0.24107748301438064,
WO_INV_0300,PPG1000:60+PPG400:40,2.6,104.104,1.8756664108,0.2216616257,8.4618454145,0.6954716602,0.0562550931,True,0.5100536981146867,60.0,0.0,40.0,0.0,0.1517022720593408,0.32597819529232497,61.63181298734986,True,False,True,True,True,False,False,True,True,False,595.0,,True,True,False,0.2362037934276702,
WO_INV_0850,PPG400:50+PPG700:50,1.6,78.64999999999999,1.7816060716,0.2637955375,6.7537384763,0.8612107241,0.0615587432,True,0.44024629163168205,0.0,0.0,50.0,50.0,0.13372754054884553,0.11833673067973899,55.12478706524395,True,True,True,True,True,False,False,False,True,False,562.0,,False,True,False,0.2378060409689443,
WO_INV_0555,PPG2000:40+PPG400:60,2.5,106.35625,1.9114391234,0.2245069815,8.513940682,0.7564950486,0.0582078416,True,0.5154011569797378,0.0,40.0,60.0,0.0,0.14436768217731422,0.3387329894604951,61.8089427076812,True,False,True,True,True,False,False,True,True,False,580.0,,True,True,False,0.23150502310072782,
WO_INV_0182,PPG1000:80+PPG2000:20,2.0,45.045,5.0054715306,0.5182772226,9.6579037489,0.649595713,0.0547870628,True,0.3105587920990037,80.0,20.0,0.0,0.0,0.037934781912836196,0.2971727360051771,65.44733368173219,True,False,True,True,True,True,True,False,True,False,293.0,,True,True,False,0.09888905667116493,
WO_INV_0281,PPG1000:50+PPG400:50,2.3,100.725625,1.7897854992,0.2276280314,7.8627640377,0.6082311323,0.0534633962,True,0.5018075046472019,50.0,0.0,50.0,0.0,0.15665777887966148,0.27037873413607527,59.512672377120374,True,False,True,True,True,False,False,True,True,False,606.0,,True,True,False,0.2369665961023193,
WO_INV_0575,PPG2000:50+PPG400:50,2.9,108.85875,2.0626931818,0.2185622933,9.4375527927,0.8700261148,0.0618408357,True,0.5212075146480576,0.0,50.0,50.0,0.0,0.13851482620464248,0.3118972538644133,64.78125452064378,True,False,True,True,True,False,False,True,True,False,571.0,,True,True,False,0.24085382953469292,
WO_INV_0157,PPG1000:60+PPG2000:40,2.7,54.05400000000001,5.0238778347,0.4474303168,11.2282910791,0.8386901986,0.0608380864,True,0.35087696521998785,60.0,40.0,0.0,0.0,0.04531407627296663,0.14651277490356077,69.79533368373878,True,True,True,True,True,True,True,False,True,False,323.0,,False,True,False,0.12355860586982995,
WO_INV_0261,PPG1000:40+PPG400:60,1.9,90.34025,1.7664572036,0.2448655393,7.2139885782,0.7361191259,0.057555812,True,0.4746250464628474,40.0,0.0,60.0,0.0,0.14642214042499357,0.18426252996953268,57.02738529109972,True,True,True,True,True,False,False,True,True,False,587.0,,False,True,False,0.23990847208977195,
WO_INV_0797,PPG400:10+PPG700:90,2.7,103.764375,1.8684207255,0.2186867296,8.543823069,0.6965821891,0.0562906301,True,0.5092370783656368,0.0,0.0,10.0,90.0,0.15610224338061865,0.31246643205277885,61.91005764531057,True,False,True,True,True,False,False,True,True,False,604.0,,True,True,False,0.24246181600348543,
WO_INV_0615,PPG2000:80+PPG400:20,2.1,47.29725,5.0500416465,0.5061098092,9.9781540586,0.650845713,0.0548270628,True,0.3211006994360044,0.0,80.0,20.0,0.0,0.039761870424443936,0.2645512483142634,66.38877975420769,True,False,True,True,True,True,True,False,True,False,298.0,,True,True,False,0.1031716416506511,
WO_INV_0838,PPG400:40+PPG700:60,2.0,92.95,1.7359460712,0.2383503043,7.283171199,0.6586645981,0.0550772671,True,0.48173101839854887,0.0,0.0,40.0,60.0,0.15623762567026991,0.19380690239078963,57.30283293061809,True,True,True,True,True,False,False,True,True,False,605.0,,False,True,False,0.24608951235164475,
WO_INV_0811,PPG400:20+PPG700:80,2.5,102.78125,1.8006628251,0.2213338938,8.1355042097,0.6422033103,0.0545505059,True,0.5068577592849437,0.0,0.0,20.0,80.0,0.16163050209797752,0.30447824981726856,60.49677388645771,True,False,True,True,True,False,False,True,True,False,614.0,,True,True,False,0.2417382287084479,
WO_INV_0728,PPG2000:60+PPG700:40,2.2,47.9765,5.1941198247,0.5050440843,10.2844880013,0.6004393612,0.0532140596,True,0.3242170209458935,0.0,60.0,0.0,40.0,0.0462019254426279,0.234312616704147,67.26145733307733,True,False,True,True,True,True,True,False,True,False,329.0,,False,True,False,0.11122931472545182,
WO_INV_0535,PPG2000:30+PPG400:70,2.1,99.84975,1.7924235635,0.2331635891,7.6874076722,0.7236191259,0.057155812,True,0.4996240925995654,0.0,30.0,70.0,0.0,0.15116059258892456,0.24782415371213398,58.86175414160237,True,False,True,True,True,False,False,True,True,False,594.0,,False,True,False,0.23925562488256852,
WO_INV_0689,PPG2000:40+PPG700:60,1.5,39.682500000000005,4.7463060302,0.5455502566,8.7000344557,0.81181112,0.0599779558,True,0.2840907057075869,0.0,40.0,0.0,60.0,0.0309295208867197,0.3715675168499279,62.432949433298525,True,False,True,True,True,True,True,True,True,False,253.0,,True,True,False,0.08854623225585134,
WO_INV_0752,PPG2000:70+PPG700:30,3.0,58.45125000000001,4.895369321,0.4109952394,11.9110122246,1.0057743345,0.0661847787,False,0.3688910627085618,0.0,70.0,0.0,30.0,0.049283544626255435,0.08748598823469565,71.49882853838021,True,True,True,True,True,True,True,False,False,False,338.0,,False,False,False,0.14059501310224254,
WO_INV_0168,PPG1000:70+PPG2000:30,2.2,46.79675000000001,5.2171056197,0.5110680326,10.208240953,0.5901668103,0.0528853379,True,0.31878600854582956,70.0,30.0,0.0,0.0,0.04703857873492241,0.24175402680774308,67.04670053292524,True,False,True,True,True,True,True,False,True,False,333.0,,False,True,False,0.11162380354027057,
WO_INV_0825,PPG400:30+PPG700:70,2.3,100.725625,1.7418955314,0.224781176,7.7492945008,0.5857311323,0.0527433962,True,0.5018075046472019,0.0,0.0,30.0,70.0,0.16682078877166479,0.2558423378386837,59.09315647113345,True,False,True,True,True,False,False,True,True,False,622.0,,True,True,False,0.24897120177531956,
WO_INV_0851,PPG400:50+PPG700:50,1.7,83.565625,1.7356385862,0.2534519665,6.8479981037,0.8174607241,0.0601587432,True,0.45523569568104044,0.0,0.0,50.0,50.0,0.1469764179296202,0.13219689269838036,55.52478706725838,True,True,True,True,True,False,False,False,True,False,591.0,,False,True,False,0.25019012247034456,
WO_INV_0156,PPG1000:60+PPG2000:40,2.6,52.05200000000001,5.1569326265,0.4656902944,11.0737386804,0.7949401986,0.0594380864,True,0.3423302554389288,60.0,40.0,0.0,0.0,0.048535678133069145,0.16037293691910542,69.39533368528663,True,False,True,True,True,True,True,False,True,False,335.0,,False,True,False,0.12646386692125697,
WO_INV_0195,PPG1000:90+PPG2000:10,1.7,40.415375,4.9139056777,0.5468938508,8.9851178068,0.7542927329,0.0581373675,True,0.28782727674943004,90.0,10.0,0.0,0.0,0.036442505684226564,0.3693797258150299,63.363462237336435,True,False,True,True,True,True,True,True,True,False,285.0,,True,True,False,0.09678199190349829,
WO_INV_0708,PPG2000:50+PPG700:50,1.8,43.43625,5.0127410676,0.5336528101,9.3932627595,0.7257125894,0.0572228029,True,0.3028261684197684,0.0,50.0,0.0,50.0,0.03887546905107493,0.32495665287044484,64.64549841525755,True,False,True,True,True,True,True,True,True,False,296.0,,True,True,False,0.10213926498151676,
WO_INV_0262,PPG1000:40+PPG400:60,2.0,95.095,1.7208805765,0.2352642242,7.3146717595,0.6923691259,0.056155812,True,0.48742920115841,40.0,0.0,60.0,0.0,0.1612235036688286,0.19812269198843932,57.42738528817627,True,True,True,True,True,False,False,True,True,False,613.0,,False,True,False,0.25383810723757916,
WO_INV_0751,PPG2000:70+PPG700:30,2.9,56.502875,5.0250206316,0.4277682733,11.747062475,0.9620243345,0.0647847787,True,0.3610341024086618,0.0,70.0,0.0,30.0,0.05065937973634952,0.1013461502547697,71.09882853870046,True,True,True,True,True,True,True,False,True,False,346.0,,False,True,False,0.1380810912525769,
WO_INV_0241,PPG1000:30+PPG400:70,1.5,76.951875,1.7537508077,0.2647819601,6.6233772388,0.9484366027,0.0643499713,True,0.43487459514062793,30.0,0.0,70.0,0.0,0.1385429478159901,0.09884592755349102,54.562288496991926,True,True,True,True,True,False,False,False,True,False,572.0,,False,True,False,0.2512693276077225,
WO_INV_0064,PPG700:100,3.0,107.25,1.8918455083,0.2081586942,9.0884770181,0.7698147528,0.0586340721,True,0.517490952955368,0.0,0.0,0.0,100.0,0.16781094338772667,0.2631269264515072,63.693551239375445,True,False,True,True,True,False,False,True,True,False,624.0,,True,True,False,0.26676315349804003,
WO_INV_0839,PPG400:40+PPG700:60,2.1,97.5975,1.6911566663,0.2290044551,7.3848199385,0.6149145981,0.0536772671,True,0.493920722681208,0.0,0.0,40.0,60.0,0.17166761031782896,0.20766706439981475,57.70283294080425,True,False,True,True,True,False,False,True,True,False,628.0,,False,True,False,0.2605759291466064,
WO_INV_0320,PPG1000:70+PPG400:30,3.0,108.85875,1.9333122359,0.2090339635,9.2487948042,0.8221267068,0.0603080546,True,0.5212075146480576,70.0,0.0,30.0,0.0,0.16256722509977992,0.2673229283132009,64.198188989219,True,False,True,True,True,False,False,True,True,False,616.0,,True,True,False,0.2654265792482414,
WO_INV_0301,PPG1000:60+PPG400:40,2.7,108.10800000000002,1.8272720606,0.212970149,8.5799445086,0.7392216602,0.0576550931,True,0.5194802698598805,60.0,0.0,40.0,0.0,0.16824849526328653,0.2859781951143883,62.03181299342318,True,False,True,True,True,False,False,True,True,False,626.0,,True,True,False,0.2600376613915847,
WO_INV_0181,PPG1000:80+PPG2000:20,1.9,42.79275,5.138038841,0.5394285172,9.5249670285,0.693345713,0.0561870628,True,0.29968433271297035,80.0,20.0,0.0,0.0,0.04412581243704822,0.31103289802956646,65.04733368702028,True,False,True,True,True,True,True,False,True,False,319.0,,True,True,False,0.10898465754177558,
WO_INV_0155,PPG1000:60+PPG2000:40,2.5,50.05,5.2935113053,0.4846954759,10.9213136262,0.7511901986,0.0580380864,True,0.33355548150616454,60.0,40.0,0.0,0.0,0.052691056986739135,0.17423309894013356,68.99533368234775,True,False,True,True,True,True,True,False,True,False,352.0,,False,True,False,0.13023298683004758,
WO_INV_0852,PPG400:50+PPG700:50,1.8,88.48125,1.6908571149,0.2435139728,6.9435732806,0.7737107241,0.0587587432,True,0.46944324700732837,0.0,0.0,50.0,50.0,0.16115907221428272,0.14605705471527386,55.924787061907985,True,True,True,True,True,False,False,False,True,False,612.0,,False,True,False,0.2634380627111759,
WO_INV_0282,PPG1000:50+PPG400:50,2.4,105.105,1.7436069752,0.2187026086,7.9725019571,0.6519811323,0.0548633962,True,0.5124448453231272,50.0,0.0,50.0,0.0,0.17288145922353462,0.2842388961553326,59.91267238004604,True,False,True,True,True,False,False,True,True,False,631.0,,True,True,False,0.25758494049025893,
WO_INV_0556,PPG2000:40+PPG400:60,2.6,110.6105,1.8621217961,0.2157039369,8.632766852,0.8002450486,0.0596078416,True,0.525189864702852,0.0,40.0,60.0,0.0,0.16056724904828007,0.2987329897332485,62.208942701051484,True,False,True,True,True,False,False,True,True,False,610.0,,True,True,False,0.2551606836696359,
WO_INV_0750,PPG2000:70+PPG700:30,2.8,54.5545,5.1581056898,0.4452258277,11.5853694203,0.9182743345,0.0633847787,True,0.3529790462264121,0.0,70.0,0.0,30.0,0.05296899183441414,0.11520631227377716,70.69882853929427,True,True,True,True,True,True,True,False,True,False,355.0,,False,True,False,0.14008428537036238,
WO_INV_0614,PPG2000:80+PPG400:20,2.0,45.045,5.1837893732,0.5267645423,9.8408092362,0.694595713,0.0562270628,True,0.3105587920990037,0.0,80.0,20.0,0.0,0.04551129399680308,0.27841141032763345,65.98877975606739,True,False,True,True,True,True,True,False,True,False,325.0,,True,True,False,0.11288887073466777,
WO_INV_0536,PPG2000:30+PPG400:70,2.2,104.60450000000002,1.7461769745,0.224021114,7.7946982026,0.6798691259,0.055755812,True,0.5112521963104428,0.0,30.0,70.0,0.0,0.16688927704899995,0.26168431573935463,59.26175414314448,True,False,True,True,True,False,False,True,True,False,623.0,,True,True,False,0.25421873557644487,
WO_INV_0576,PPG2000:50+PPG400:50,3.0,112.61249999999998,2.0094733258,0.2099923432,9.5692695023,0.9137761148,0.0632408357,True,0.5296607678287965,0.0,50.0,50.0,0.0,0.15490685447954855,0.2718972538665441,65.1812545208188,True,False,True,True,True,False,False,False,True,False,602.0,,True,True,False,0.2652496753345391,
WO_INV_0513,PPG2000:20+PPG400:80,1.5,78.82875000000001,1.783006558,0.2643016082,6.7461055945,1.0352711633,0.0671286772,False,0.44080579884386606,0.0,20.0,80.0,0.0,0.13326712909545388,0.11720592019432355,55.09215222634802,True,True,True,True,True,False,False,False,False,False,561.0,,False,False,False,0.2489805353317922,
